course,off_time,race_id,horse_id,horse_name,passport_matched,match_mode,pp_career_runs
Nottingham,18:00,922282,9429281,Articulate,True,RP_HORSE_ID_DETERMINISTIC,0
Nottingham,18:00,922282,9115830,Lion Of Persia,True,RP_HORSE_ID_DETERMINISTIC,0
Nottingham,18:00,922282,9227222,One In A Millz,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,18:09,922271,6388816,Krissy,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,18:09,922271,6202563,Hostility,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,18:09,922271,5327074,Bellasio,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,18:09,922271,4420153,Mr Lincoln,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,18:09,922271,5366260,Financer,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,18:09,922271,1471893,Jewel Maker,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,18:09,922271,6175434,Eagles Dream,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,18:09,922271,6074418,Izzari,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,18:09,922271,5260584,Kisiyra,True,RP_HORSE_ID_DETERMINISTIC,8
Bellewstown,18:18,923868,5021597,Fiver Friday,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:18,923868,5746471,Putapoundinthejar,True,RP_HORSE_ID_DETERMINISTIC,0
Bellewstown,18:18,923868,3861045,Spy,True,RP_HORSE_ID_DETERMINISTIC,0
Bellewstown,18:18,923868,6473499,Becasse,True,RP_HORSE_ID_DETERMINISTIC,0
Bellewstown,18:18,923868,4299527,Malbay Madness,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:18,923868,4117776,Ifiwerearichman,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:18,923868,5160467,Playtime,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,18:18,923868,3196080,Red Glory,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,18:18,923868,5368077,Come On The Lads,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:18,923868,7713418,Barbizon,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:18,923868,4765708,Missus Beeton,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:18,923868,5216513,Autumn Twist,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,18:18,923868,4963804,Stuntman Steve,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,18:18,923868,5050198,Thisistheway,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:18,923868,4201359,Encanto Bruno,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,18:18,923868,4350647,Lisnamult Lad,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,18:30,922281,9485650,Green Champion,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,18:30,922281,7436399,Court Alert,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,18:30,922281,7204957,Courageous Sioux,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,18:30,922281,7669952,Miracleoftheandes,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,18:30,922281,9222315,Tide Runner,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,18:30,922281,9396418,Mariselle,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,18:30,922281,9485649,Shego,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,18:30,922281,9485651,El Ghuwah,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,18:30,922281,8268262,Sugar Bon Bon,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,18:39,922273,7882518,Mertoun,True,RP_HORSE_ID_DETERMINISTIC,4
Carlisle,18:39,922273,6064582,Captain Pickles,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,18:39,922273,5127976,Misemerald,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,18:39,922273,4566591,Book Of Life,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,18:39,922273,3302806,Wrist Art,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,18:39,922273,5216533,Top Gun Tina,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,18:39,922273,5906674,Shoptilyoudrop,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,18:39,922273,4057129,Wheres The Crumpet,True,RP_HORSE_ID_DETERMINISTIC,4
Carlisle,18:39,922273,7713439,Sanny Doo,True,RP_HORSE_ID_DETERMINISTIC,3
Bellewstown,18:48,923869,7806372,Riverwoods,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:48,923869,8788818,Chisel Hill,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:48,923869,6640447,Jo's Secret,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:48,923869,7534564,Ardeen Joy,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:48,923869,7272305,Giorgia Rose,True,RP_HORSE_ID_DETERMINISTIC,1
Bellewstown,18:48,923869,5884297,Red Acres Georgie,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:48,923869,7334515,Jet To Glory,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:48,923869,9317914,Western Shores,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:48,923869,4175212,Bold Reflection,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:48,923869,7108244,Idaho Expresso,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:48,923869,9148101,Glendaars Crystal,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:48,923869,9490300,She's All Talk Sir,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,18:48,923869,9317905,Sonna Lady,True,RP_HORSE_ID_DETERMINISTIC,0
Bellewstown,18:48,923869,7312297,Uno Me I Like My T,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,19:00,922284,7952284,Acclaimed Freedom,True,RP_HORSE_ID_DETERMINISTIC,4
Nottingham,19:00,922284,3749591,Emperor Caradoc,True,RP_HORSE_ID_DETERMINISTIC,4
Nottingham,19:00,922284,5132225,Beyond Borders,True,RP_HORSE_ID_DETERMINISTIC,0
Nottingham,19:00,922284,8132990,Zarinca,True,RP_HORSE_ID_DETERMINISTIC,3
Nottingham,19:00,922284,7551820,Duskaura,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,19:00,922284,7493110,Charlie Boyo,True,RP_HORSE_ID_DETERMINISTIC,3
Nottingham,19:00,922284,5109649,Macanudo,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,19:09,922268,3849643,Barley,True,RP_HORSE_ID_DETERMINISTIC,46
Carlisle,19:09,922268,7001837,Inspired,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,19:09,922268,6388817,Jannas Journey,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,19:09,922268,4251644,The Green Man,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,19:09,922268,5127951,Bravo Zulu,True,RP_HORSE_ID_DETERMINISTIC,4
Carlisle,19:09,922268,4336824,Benacre,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,19:09,922268,5900734,Calyxoh,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,19:18,923870,7525307,Georginas Jet,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,19:18,923870,8170196,Ballinagaine Girl,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:18,923870,8656392,Granlahan,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:18,923870,6768222,Hitthehayson,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:18,923870,7276513,Pourquoi Poi,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:18,923870,7020722,Brohatna,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:18,923870,5021510,My Policy,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:18,923870,5050181,Hurricane Honey,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,19:18,923870,5793392,Soldier Saint,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,19:18,923870,6577909,Poetic Focus,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,19:18,923870,3877148,Riyami,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,19:18,923870,7169770,Clone Cross,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,19:18,923870,7776069,Fervida,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:18,923870,7757774,Clever Court,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,19:18,923870,6802987,Whiskey Serenade,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,19:30,922285,7055594,Jack Langley,True,RP_HORSE_ID_DETERMINISTIC,5
Nottingham,19:30,922285,3048878,Saratoga Gold,True,RP_HORSE_ID_DETERMINISTIC,5
Nottingham,19:30,922285,6697340,Free World,True,RP_HORSE_ID_DETERMINISTIC,1
Nottingham,19:30,922285,4352841,Regally Blonde,True,RP_HORSE_ID_DETERMINISTIC,0
Nottingham,19:30,922285,6523102,Chambers,True,RP_HORSE_ID_DETERMINISTIC,5
Nottingham,19:30,922285,4686988,Ikigai Star,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,19:39,922270,3550765,Alpine Sierra,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,19:39,922270,4982055,Covert Legend,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,19:39,922270,3226210,Valley Of Flowers,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,19:39,922270,4277864,V Twelve,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,19:39,922270,6550740,Junkyard Dog,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,19:48,923871,8153108,Burning Ability,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:48,923871,5403091,Jisco Du Brem,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,19:48,923871,8489938,Tolka Row,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:48,923871,3179916,Outside The Door,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:48,923871,5033134,Dorans Law,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:48,923871,5315404,Radar Ahead,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:48,923871,5826643,Accustomed,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:48,923871,4086870,The Miracle Man,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:48,923871,2765610,Mephisto,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,19:48,923871,7272444,Le Kap,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:48,923871,3301615,Ottoman Style,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:48,923871,3459482,Whatsavailable,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:48,923871,5728014,Midnight Moonshine,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,19:48,923871,4275953,Lisnagar Fortune,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,19:48,923871,5911236,Mavetherave,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,20:00,922283,5982378,Phaedra,True,RP_HORSE_ID_DETERMINISTIC,0
Nottingham,20:00,922283,6550757,Celestias Comet,True,RP_HORSE_ID_DETERMINISTIC,5
Nottingham,20:00,922283,7355941,Rosemary May,True,RP_HORSE_ID_DETERMINISTIC,5
Nottingham,20:00,922283,7622798,Dinah Myte,True,RP_HORSE_ID_DETERMINISTIC,5
Nottingham,20:00,922283,7320614,Huggable,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,20:00,922283,6327829,Saliko,True,RP_HORSE_ID_DETERMINISTIC,0
Carlisle,20:09,922269,5848836,Laravie,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,20:09,922269,6202555,Cascade Hall,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,20:09,922269,4185051,Tarbat Ness,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,20:09,922269,7148059,Rupert The Prince,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,20:09,922269,2163734,Arctic Fox,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,20:09,922269,3695495,Animato,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,20:18,923872,7757794,Rokanako,True,RP_HORSE_ID_DETERMINISTIC,1
Bellewstown,20:18,923872,8753776,Fortysixnchange,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,9254390,Kingside Lady,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,9350196,Dee Bee Zed,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,7592652,Caman Hill,True,RP_HORSE_ID_DETERMINISTIC,0
Bellewstown,20:18,923872,7757795,Sir Vinny,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,9055552,Silk Buds,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,8423326,Go Loud,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,9189393,Hot Rock Harry,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,9295582,Begorrah Boy,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,8565917,Yanure,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,9490306,Mr Enigma,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,5633087,I Give Theorders,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,7404514,Woodie Wiley,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,8812078,Pamelaisbrass,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,20:18,923872,9148109,Mila Ballerina,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,20:30,922287,8935608,Regulus Black,True,RP_HORSE_ID_DETERMINISTIC,4
Nottingham,20:30,922287,7793638,Baldosa,True,RP_HORSE_ID_DETERMINISTIC,5
Nottingham,20:30,922287,8432206,Sound Gloria,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,20:30,922287,8084433,Palace Artois,True,RP_HORSE_ID_DETERMINISTIC,4
Nottingham,20:30,922287,8259464,Alcanzor,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,20:30,922287,8844522,Enduring Story,True,RP_HORSE_ID_DETERMINISTIC,4
Carlisle,20:39,922272,3695493,Another Investment,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,20:39,922272,7441072,Invincible Ruby,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,20:39,922272,5401014,Lumenbourg,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,20:39,922272,9189367,Thistle Nil,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,20:39,922272,5951617,No Return,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,20:39,922272,6074536,Sherlock,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,20:39,922272,6183980,Fan Mail,True,RP_HORSE_ID_DETERMINISTIC,5
Carlisle,20:39,922272,58956189,Maui Breeze,False,RP_HORSE_ID_DETERMINISTIC,
Carlisle,20:39,922272,4739691,Too Much,True,RP_HORSE_ID_DETERMINISTIC,5
Nottingham,21:00,922286,6309471,Time Turner,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,21:00,922286,7538893,Holly Mist,True,RP_HORSE_ID_DETERMINISTIC,4
Nottingham,21:00,922286,5207729,Danehill Star,True,RP_HORSE_ID_DETERMINISTIC,5
Nottingham,21:00,922286,4924468,Didaar,True,RP_HORSE_ID_DETERMINISTIC,5
Nottingham,21:00,922286,6514074,Stipulation,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,21:00,922286,6114851,Into Combat,True,RP_HORSE_ID_DETERMINISTIC,5
Nottingham,21:00,922286,6649589,Quirke On Parole,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,21:00,922286,8205613,Pride Eye,False,RP_HORSE_ID_DETERMINISTIC,
